what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799329139
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799335911
activated,editor,org.eclipse.php.ui,2.1.1.v20090914-1400,"org.eclipse.php.editor",1281799336906
activated,editor,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1281799338524
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1281799340970
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281799342058
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799342638
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799350562
activated,editor,org.eclipse.php.ui,2.1.1.v20090914-1400,"org.eclipse.php.editor",1281799353156
activated,editor,org.eclipse.wst.css.ui,1.0.401.v200907171457,"org.eclipse.wst.css.core.csssource.source",1281799353900
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1281799356136
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1281799356470
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1281799357033
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1281799371840
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281799372322
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799372870
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799375464
activated,editor,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1281799376747
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1281799380504
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281799381672
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799382342
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799400370
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799401647
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281799402555
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281799407622
