what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,"org.eclipse.wst.dtd.core",1281464291092
started,bundle,org.eclipse.wst.html.ui,1.0.401.v200908111935,"org.eclipse.wst.html.ui",1281464291109
started,bundle,org.eclipse.jem.workbench,2.0.201.v200908271530,"org.eclipse.jem.workbench",1281464291161
started,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1281464291168
started,bundle,org.eclipse.dltk.validators.core,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.core",1281464291215
started,bundle,org.eclipse.dltk.validators.externalchecker,1.0.0.v20090610-1638,"org.eclipse.dltk.validators.externalchecker",1281464291244
started,bundle,org.eclipse.jst.jsp.core,1.2.203.v200908241513,"org.eclipse.jst.jsp.core",1281464291270
started,bundle,org.eclipse.wst.wsdl.validation,1.1.401.v200902271605,"org.eclipse.wst.wsdl.validation",1281464291328
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1281464291331
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1281464291350
started,bundle,org.eclipse.wst.css.core,1.1.300.v200904131653,"org.eclipse.wst.css.core",1281464291663
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1281464291678
opened,view,org.eclipse.php.ui,2.1.1.v20090914-1400,"org.eclipse.php.ui.explorer",1281464293570
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1281464293619
activated,perspective,org.eclipse.php.ui,2.1.1.v20090914-1400,"org.eclipse.php.perspective",1281464293647
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1281464293651
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281464293770
activated,view,org.eclipse.php.ui,2.1.1.v20090914-1400,"org.eclipse.php.ui.explorer",1281464295294
started,bundle,org.eclipse.ltk.core.refactoring,3.5.0.v20090513-2000,"org.eclipse.ltk.core.refactoring",1281464300006
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281464302158
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281464310326
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281464313736
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281464315815
opened,view,org.eclipse.dltk.ui,1.0.1.v20090903-2153,"org.eclipse.dltk.ui.TypeHierarchy",1281464317629
activated,view,org.eclipse.dltk.ui,1.0.1.v20090903-2153,"org.eclipse.dltk.ui.TypeHierarchy",1281464317662
