what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1281664402785
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1281664402992
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1281664403159
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1281664403326
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.wordPrevious",1281664403532
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281664406514
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664407217
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664410108
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664412280
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664413415
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1281664421533
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281664425196
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281664441703
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664442126
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664447783
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281664453310
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664453665
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664460043
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1281664474618
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281664474904
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664475268
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664478690
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1281664479286
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1281664480083
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1281664480648
